pair_index,pair_id,viewpoint_1,viewpoint_2,expected_train_images,expected_val_images,expected_test_pair_images,pilot_rank,pilot_name,pilot_note
743,p0743,ellow-radmid-az135,elmid-radnear-az180,290,58,62,,,
744,p0744,ellow-radmid-az135,elmid-radnear-az225,292,63,55,,,
745,p0745,ellow-radmid-az135,elmid-radnear-az270,280,57,73,,,
746,p0746,ellow-radmid-az135,elmid-radnear-az315,288,59,63,,,
747,p0747,ellow-radmid-az135,elmid-radmid-az000,284,54,72,,,
748,p0748,ellow-radmid-az135,elmid-radmid-az045,281,64,65,,,
749,p0749,ellow-radmid-az135,elmid-radmid-az090,286,65,59,,,
750,p0750,ellow-radmid-az135,elmid-radmid-az135,293,67,50,,,
751,p0751,ellow-radmid-az135,elmid-radmid-az180,295,54,61,,,
752,p0752,ellow-radmid-az135,elmid-radmid-az225,297,61,52,,,
753,p0753,ellow-radmid-az135,elmid-radmid-az270,284,56,70,,,
754,p0754,ellow-radmid-az135,elmid-radmid-az315,292,59,59,,,
755,p0755,ellow-radmid-az135,elmid-radfar-az000,295,58,57,,,
756,p0756,ellow-radmid-az135,elmid-radfar-az045,285,65,60,,,
757,p0757,ellow-radmid-az135,elmid-radfar-az090,285,66,59,,,
758,p0758,ellow-radmid-az135,elmid-radfar-az135,292,57,61,,,
759,p0759,ellow-radmid-az135,elmid-radfar-az180,297,57,56,,,
760,p0760,ellow-radmid-az135,elmid-radfar-az225,279,65,66,,,
761,p0761,ellow-radmid-az135,elmid-radfar-az270,291,63,56,,,
762,p0762,ellow-radmid-az135,elmid-radfar-az315,294,60,56,,,
763,p0763,ellow-radmid-az135,elhigh-radnear-az000,287,59,64,,,
764,p0764,ellow-radmid-az135,elhigh-radnear-az045,298,59,53,,,
765,p0765,ellow-radmid-az135,elhigh-radnear-az090,287,65,58,,,
766,p0766,ellow-radmid-az135,elhigh-radnear-az135,283,65,62,,,
767,p0767,ellow-radmid-az135,elhigh-radnear-az180,292,57,61,,,
768,p0768,ellow-radmid-az135,elhigh-radnear-az225,277,67,66,,,
769,p0769,ellow-radmid-az135,elhigh-radnear-az270,289,61,60,,,
770,p0770,ellow-radmid-az135,elhigh-radnear-az315,286,65,59,,,
771,p0771,ellow-radmid-az135,elhigh-radmid-az000,283,54,73,,,
772,p0772,ellow-radmid-az135,elhigh-radmid-az045,293,57,60,,,
773,p0773,ellow-radmid-az135,elhigh-radmid-az090,287,59,64,,,
774,p0774,ellow-radmid-az135,elhigh-radmid-az135,287,63,60,,,
775,p0775,ellow-radmid-az135,elhigh-radmid-az180,282,68,60,,,
776,p0776,ellow-radmid-az135,elhigh-radmid-az225,276,68,66,,,
777,p0777,ellow-radmid-az135,elhigh-radmid-az270,293,60,57,,,
778,p0778,ellow-radmid-az135,elhigh-radmid-az315,296,60,54,,,
779,p0779,ellow-radmid-az135,elhigh-radfar-az000,300,51,59,,,
780,p0780,ellow-radmid-az135,elhigh-radfar-az045,269,72,69,,,
781,p0781,ellow-radmid-az135,elhigh-radfar-az090,293,58,59,,,
782,p0782,ellow-radmid-az135,elhigh-radfar-az135,299,56,55,,,
783,p0783,ellow-radmid-az135,elhigh-radfar-az180,293,62,55,,,
784,p0784,ellow-radmid-az135,elhigh-radfar-az225,296,57,57,,,
785,p0785,ellow-radmid-az135,elhigh-radfar-az270,290,60,60,,,
786,p0786,ellow-radmid-az135,elhigh-radfar-az315,290,60,60,,,
787,p0787,ellow-radmid-az180,ellow-radmid-az225,307,53,50,,,
788,p0788,ellow-radmid-az180,ellow-radmid-az270,294,69,47,,,
789,p0789,ellow-radmid-az180,ellow-radmid-az315,304,52,54,,,
790,p0790,ellow-radmid-az180,ellow-radfar-az000,288,62,60,,,
791,p0791,ellow-radmid-az180,ellow-radfar-az045,300,67,43,,,
792,p0792,ellow-radmid-az180,ellow-radfar-az090,292,69,49,,,
793,p0793,ellow-radmid-az180,ellow-radfar-az135,297,56,57,,,
794,p0794,ellow-radmid-az180,ellow-radfar-az180,297,67,46,,,
795,p0795,ellow-radmid-az180,ellow-radfar-az225,293,66,51,,,
796,p0796,ellow-radmid-az180,ellow-radfar-az270,289,68,53,,,
797,p0797,ellow-radmid-az180,ellow-radfar-az315,301,60,49,,,
798,p0798,ellow-radmid-az180,elmid-radnear-az000,300,68,42,,,
799,p0799,ellow-radmid-az180,elmid-radnear-az045,290,67,53,,,
800,p0800,ellow-radmid-az180,elmid-radnear-az090,302,56,52,,,
801,p0801,ellow-radmid-az180,elmid-radnear-az135,294,52,64,,,
802,p0802,ellow-radmid-az180,elmid-radnear-az180,296,61,53,,,
803,p0803,ellow-radmid-az180,elmid-radnear-az225,298,66,46,,,
804,p0804,ellow-radmid-az180,elmid-radnear-az270,286,60,64,,,
805,p0805,ellow-radmid-az180,elmid-radnear-az315,294,62,54,,,
806,p0806,ellow-radmid-az180,elmid-radmid-az000,290,57,63,,,
807,p0807,ellow-radmid-az180,elmid-radmid-az045,287,67,56,,,
808,p0808,ellow-radmid-az180,elmid-radmid-az090,292,68,50,,,
809,p0809,ellow-radmid-az180,elmid-radmid-az135,299,70,41,,,
810,p0810,ellow-radmid-az180,elmid-radmid-az180,301,57,52,,,
811,p0811,ellow-radmid-az180,elmid-radmid-az225,303,64,43,,,
812,p0812,ellow-radmid-az180,elmid-radmid-az270,290,59,61,,,
813,p0813,ellow-radmid-az180,elmid-radmid-az315,298,62,50,,,
814,p0814,ellow-radmid-az180,elmid-radfar-az000,301,61,48,,,
815,p0815,ellow-radmid-az180,elmid-radfar-az045,291,68,51,,,
816,p0816,ellow-radmid-az180,elmid-radfar-az090,291,69,50,,,
817,p0817,ellow-radmid-az180,elmid-radfar-az135,298,60,52,,,
818,p0818,ellow-radmid-az180,elmid-radfar-az180,303,60,47,,,
819,p0819,ellow-radmid-az180,elmid-radfar-az225,285,68,57,,,
820,p0820,ellow-radmid-az180,elmid-radfar-az270,297,66,47,,,
821,p0821,ellow-radmid-az180,elmid-radfar-az315,300,63,47,,,
822,p0822,ellow-radmid-az180,elhigh-radnear-az000,293,62,55,,,
823,p0823,ellow-radmid-az180,elhigh-radnear-az045,304,62,44,,,
824,p0824,ellow-radmid-az180,elhigh-radnear-az090,293,68,49,,,
825,p0825,ellow-radmid-az180,elhigh-radnear-az135,289,68,53,,,
826,p0826,ellow-radmid-az180,elhigh-radnear-az180,298,60,52,,,
827,p0827,ellow-radmid-az180,elhigh-radnear-az225,283,70,57,,,
828,p0828,ellow-radmid-az180,elhigh-radnear-az270,295,64,51,,,
829,p0829,ellow-radmid-az180,elhigh-radnear-az315,292,68,50,,,
830,p0830,ellow-radmid-az180,elhigh-radmid-az000,289,57,64,,,
831,p0831,ellow-radmid-az180,elhigh-radmid-az045,299,60,51,,,
832,p0832,ellow-radmid-az180,elhigh-radmid-az090,293,62,55,,,
833,p0833,ellow-radmid-az180,elhigh-radmid-az135,293,66,51,,,
834,p0834,ellow-radmid-az180,elhigh-radmid-az180,288,71,51,,,
835,p0835,ellow-radmid-az180,elhigh-radmid-az225,282,71,57,,,
836,p0836,ellow-radmid-az180,elhigh-radmid-az270,299,63,48,,,
837,p0837,ellow-radmid-az180,elhigh-radmid-az315,302,63,45,,,
838,p0838,ellow-radmid-az180,elhigh-radfar-az000,306,54,50,,,
839,p0839,ellow-radmid-az180,elhigh-radfar-az045,275,75,60,,,
840,p0840,ellow-radmid-az180,elhigh-radfar-az090,299,61,50,,,
841,p0841,ellow-radmid-az180,elhigh-radfar-az135,305,59,46,,,
842,p0842,ellow-radmid-az180,elhigh-radfar-az180,299,65,46,,,
843,p0843,ellow-radmid-az180,elhigh-radfar-az225,302,60,48,,,
844,p0844,ellow-radmid-az180,elhigh-radfar-az270,296,63,51,,,
845,p0845,ellow-radmid-az180,elhigh-radfar-az315,296,63,51,,,
846,p0846,ellow-radmid-az225,ellow-radmid-az270,297,58,55,,,
847,p0847,ellow-radmid-az225,ellow-radmid-az315,307,41,62,,,
848,p0848,ellow-radmid-az225,ellow-radfar-az000,291,51,68,,,
849,p0849,ellow-radmid-az225,ellow-radfar-az045,303,56,51,,,
850,p0850,ellow-radmid-az225,ellow-radfar-az090,295,58,57,,,
851,p0851,ellow-radmid-az225,ellow-radfar-az135,300,45,65,,,
852,p0852,ellow-radmid-az225,ellow-radfar-az180,300,56,54,,,
853,p0853,ellow-radmid-az225,ellow-radfar-az225,296,55,59,,,
854,p0854,ellow-radmid-az225,ellow-radfar-az270,292,57,61,,,
855,p0855,ellow-radmid-az225,ellow-radfar-az315,304,49,57,,,
856,p0856,ellow-radmid-az225,elmid-radnear-az000,303,57,50,,,
857,p0857,ellow-radmid-az225,elmid-radnear-az045,293,56,61,,,
858,p0858,ellow-radmid-az225,elmid-radnear-az090,305,45,60,,,
859,p0859,ellow-radmid-az225,elmid-radnear-az135,297,41,72,,,
860,p0860,ellow-radmid-az225,elmid-radnear-az180,299,50,61,,,
861,p0861,ellow-radmid-az225,elmid-radnear-az225,301,55,54,,,
862,p0862,ellow-radmid-az225,elmid-radnear-az270,289,49,72,,,
863,p0863,ellow-radmid-az225,elmid-radnear-az315,297,51,62,,,
864,p0864,ellow-radmid-az225,elmid-radmid-az000,293,46,71,,,
865,p0865,ellow-radmid-az225,elmid-radmid-az045,290,56,64,,,
866,p0866,ellow-radmid-az225,elmid-radmid-az090,295,57,58,,,
867,p0867,ellow-radmid-az225,elmid-radmid-az135,302,59,49,,,
868,p0868,ellow-radmid-az225,elmid-radmid-az180,304,46,60,,,
869,p0869,ellow-radmid-az225,elmid-radmid-az225,306,53,51,,,
870,p0870,ellow-radmid-az225,elmid-radmid-az270,293,48,69,,,
871,p0871,ellow-radmid-az225,elmid-radmid-az315,301,51,58,,,
872,p0872,ellow-radmid-az225,elmid-radfar-az000,304,50,56,,,
873,p0873,ellow-radmid-az225,elmid-radfar-az045,294,57,59,,,
874,p0874,ellow-radmid-az225,elmid-radfar-az090,294,58,58,,,
875,p0875,ellow-radmid-az225,elmid-radfar-az135,301,49,60,,,
876,p0876,ellow-radmid-az225,elmid-radfar-az180,306,49,55,,,
877,p0877,ellow-radmid-az225,elmid-radfar-az225,288,57,65,,,
878,p0878,ellow-radmid-az225,elmid-radfar-az270,300,55,55,,,
879,p0879,ellow-radmid-az225,elmid-radfar-az315,303,52,55,,,
880,p0880,ellow-radmid-az225,elhigh-radnear-az000,296,51,63,,,
881,p0881,ellow-radmid-az225,elhigh-radnear-az045,307,51,52,,,
882,p0882,ellow-radmid-az225,elhigh-radnear-az090,296,57,57,,,
883,p0883,ellow-radmid-az225,elhigh-radnear-az135,292,57,61,,,
884,p0884,ellow-radmid-az225,elhigh-radnear-az180,301,49,60,,,
885,p0885,ellow-radmid-az225,elhigh-radnear-az225,286,59,65,,,
886,p0886,ellow-radmid-az225,elhigh-radnear-az270,298,53,59,,,
887,p0887,ellow-radmid-az225,elhigh-radnear-az315,295,57,58,,,
888,p0888,ellow-radmid-az225,elhigh-radmid-az000,292,46,72,,,
889,p0889,ellow-radmid-az225,elhigh-radmid-az045,302,49,59,,,
890,p0890,ellow-radmid-az225,elhigh-radmid-az090,296,51,63,,,
891,p0891,ellow-radmid-az225,elhigh-radmid-az135,296,55,59,,,
892,p0892,ellow-radmid-az225,elhigh-radmid-az180,291,60,59,,,
893,p0893,ellow-radmid-az225,elhigh-radmid-az225,285,60,65,,,
894,p0894,ellow-radmid-az225,elhigh-radmid-az270,302,52,56,,,
895,p0895,ellow-radmid-az225,elhigh-radmid-az315,305,52,53,,,
896,p0896,ellow-radmid-az225,elhigh-radfar-az000,309,43,58,,,
897,p0897,ellow-radmid-az225,elhigh-radfar-az045,278,64,68,,,
898,p0898,ellow-radmid-az225,elhigh-radfar-az090,302,50,58,,,
899,p0899,ellow-radmid-az225,elhigh-radfar-az135,308,48,54,,,
900,p0900,ellow-radmid-az225,elhigh-radfar-az180,302,54,54,,,
901,p0901,ellow-radmid-az225,elhigh-radfar-az225,305,49,56,,,
902,p0902,ellow-radmid-az225,elhigh-radfar-az270,299,52,59,,,
903,p0903,ellow-radmid-az225,elhigh-radfar-az315,299,52,59,,,
904,p0904,ellow-radmid-az270,ellow-radmid-az315,294,57,59,,,
905,p0905,ellow-radmid-az270,ellow-radfar-az000,278,67,65,,,
906,p0906,ellow-radmid-az270,ellow-radfar-az045,290,72,48,,,
907,p0907,ellow-radmid-az270,ellow-radfar-az090,282,74,54,,,
908,p0908,ellow-radmid-az270,ellow-radfar-az135,287,61,62,,,
909,p0909,ellow-radmid-az270,ellow-radfar-az180,287,72,51,,,
910,p0910,ellow-radmid-az270,ellow-radfar-az225,283,71,56,,,
911,p0911,ellow-radmid-az270,ellow-radfar-az270,279,73,58,,,
912,p0912,ellow-radmid-az270,ellow-radfar-az315,291,65,54,,,
913,p0913,ellow-radmid-az270,elmid-radnear-az000,290,73,47,,,
914,p0914,ellow-radmid-az270,elmid-radnear-az045,280,72,58,,,
915,p0915,ellow-radmid-az270,elmid-radnear-az090,292,61,57,,,
916,p0916,ellow-radmid-az270,elmid-radnear-az135,284,57,69,,,
917,p0917,ellow-radmid-az270,elmid-radnear-az180,286,66,58,,,
918,p0918,ellow-radmid-az270,elmid-radnear-az225,288,71,51,,,
919,p0919,ellow-radmid-az270,elmid-radnear-az270,276,65,69,,,
920,p0920,ellow-radmid-az270,elmid-radnear-az315,284,67,59,,,
921,p0921,ellow-radmid-az270,elmid-radmid-az000,280,62,68,,,
922,p0922,ellow-radmid-az270,elmid-radmid-az045,277,72,61,,,
923,p0923,ellow-radmid-az270,elmid-radmid-az090,282,73,55,,,
924,p0924,ellow-radmid-az270,elmid-radmid-az135,289,75,46,,,
925,p0925,ellow-radmid-az270,elmid-radmid-az180,291,62,57,,,
926,p0926,ellow-radmid-az270,elmid-radmid-az225,293,69,48,,,
927,p0927,ellow-radmid-az270,elmid-radmid-az270,280,64,66,,,
928,p0928,ellow-radmid-az270,elmid-radmid-az315,288,67,55,,,
929,p0929,ellow-radmid-az270,elmid-radfar-az000,291,66,53,,,
930,p0930,ellow-radmid-az270,elmid-radfar-az045,281,73,56,,,
931,p0931,ellow-radmid-az270,elmid-radfar-az090,281,74,55,,,
932,p0932,ellow-radmid-az270,elmid-radfar-az135,288,65,57,,,
933,p0933,ellow-radmid-az270,elmid-radfar-az180,293,65,52,,,
934,p0934,ellow-radmid-az270,elmid-radfar-az225,275,73,62,,,
935,p0935,ellow-radmid-az270,elmid-radfar-az270,287,71,52,,,
936,p0936,ellow-radmid-az270,elmid-radfar-az315,290,68,52,,,
937,p0937,ellow-radmid-az270,elhigh-radnear-az000,283,67,60,,,
938,p0938,ellow-radmid-az270,elhigh-radnear-az045,294,67,49,,,
939,p0939,ellow-radmid-az270,elhigh-radnear-az090,283,73,54,,,
940,p0940,ellow-radmid-az270,elhigh-radnear-az135,279,73,58,,,
941,p0941,ellow-radmid-az270,elhigh-radnear-az180,288,65,57,,,
942,p0942,ellow-radmid-az270,elhigh-radnear-az225,273,75,62,,,
943,p0943,ellow-radmid-az270,elhigh-radnear-az270,285,69,56,,,
944,p0944,ellow-radmid-az270,elhigh-radnear-az315,282,73,55,,,
945,p0945,ellow-radmid-az270,elhigh-radmid-az000,279,62,69,,,
946,p0946,ellow-radmid-az270,elhigh-radmid-az045,289,65,56,,,
947,p0947,ellow-radmid-az270,elhigh-radmid-az090,283,67,60,,,
948,p0948,ellow-radmid-az270,elhigh-radmid-az135,283,71,56,,,
949,p0949,ellow-radmid-az270,elhigh-radmid-az180,278,76,56,,,
950,p0950,ellow-radmid-az270,elhigh-radmid-az225,272,76,62,,,
951,p0951,ellow-radmid-az270,elhigh-radmid-az270,289,68,53,,,
952,p0952,ellow-radmid-az270,elhigh-radmid-az315,292,68,50,,,
953,p0953,ellow-radmid-az270,elhigh-radfar-az000,296,59,55,,,
954,p0954,ellow-radmid-az270,elhigh-radfar-az045,265,80,65,,,
955,p0955,ellow-radmid-az270,elhigh-radfar-az090,289,66,55,,,
956,p0956,ellow-radmid-az270,elhigh-radfar-az135,295,64,51,,,
957,p0957,ellow-radmid-az270,elhigh-radfar-az180,289,70,51,,,
958,p0958,ellow-radmid-az270,elhigh-radfar-az225,292,65,53,,,
959,p0959,ellow-radmid-az270,elhigh-radfar-az270,286,68,56,,,
960,p0960,ellow-radmid-az270,elhigh-radfar-az315,286,68,56,,,
961,p0961,ellow-radmid-az315,ellow-radfar-az000,288,50,72,,,
962,p0962,ellow-radmid-az315,ellow-radfar-az045,300,55,55,,,
963,p0963,ellow-radmid-az315,ellow-radfar-az090,292,57,61,,,
964,p0964,ellow-radmid-az315,ellow-radfar-az135,297,44,69,,,
965,p0965,ellow-radmid-az315,ellow-radfar-az180,297,55,58,,,
966,p0966,ellow-radmid-az315,ellow-radfar-az225,293,54,63,,,
967,p0967,ellow-radmid-az315,ellow-radfar-az270,289,56,65,,,
968,p0968,ellow-radmid-az315,ellow-radfar-az315,301,48,61,,,
969,p0969,ellow-radmid-az315,elmid-radnear-az000,300,56,54,,,
970,p0970,ellow-radmid-az315,elmid-radnear-az045,290,55,65,,,
971,p0971,ellow-radmid-az315,elmid-radnear-az090,302,44,64,,,
972,p0972,ellow-radmid-az315,elmid-radnear-az135,294,40,76,,,
973,p0973,ellow-radmid-az315,elmid-radnear-az180,296,49,65,,,
974,p0974,ellow-radmid-az315,elmid-radnear-az225,298,54,58,,,
975,p0975,ellow-radmid-az315,elmid-radnear-az270,286,48,76,,,
976,p0976,ellow-radmid-az315,elmid-radnear-az315,294,50,66,,,
977,p0977,ellow-radmid-az315,elmid-radmid-az000,290,45,75,,,
978,p0978,ellow-radmid-az315,elmid-radmid-az045,287,55,68,,,
979,p0979,ellow-radmid-az315,elmid-radmid-az090,292,56,62,,,
980,p0980,ellow-radmid-az315,elmid-radmid-az135,299,58,53,,,
981,p0981,ellow-radmid-az315,elmid-radmid-az180,301,45,64,,,
982,p0982,ellow-radmid-az315,elmid-radmid-az225,303,52,55,,,
983,p0983,ellow-radmid-az315,elmid-radmid-az270,290,47,73,,,
984,p0984,ellow-radmid-az315,elmid-radmid-az315,298,50,62,,,
985,p0985,ellow-radmid-az315,elmid-radfar-az000,301,49,60,,,
986,p0986,ellow-radmid-az315,elmid-radfar-az045,291,56,63,,,
987,p0987,ellow-radmid-az315,elmid-radfar-az090,291,57,62,,,
988,p0988,ellow-radmid-az315,elmid-radfar-az135,298,48,64,,,
989,p0989,ellow-radmid-az315,elmid-radfar-az180,303,48,59,,,
990,p0990,ellow-radmid-az315,elmid-radfar-az225,285,56,69,,,
991,p0991,ellow-radmid-az315,elmid-radfar-az270,297,54,59,,,
992,p0992,ellow-radmid-az315,elmid-radfar-az315,300,51,59,,,
993,p0993,ellow-radmid-az315,elhigh-radnear-az000,293,50,67,,,
994,p0994,ellow-radmid-az315,elhigh-radnear-az045,304,50,56,,,
995,p0995,ellow-radmid-az315,elhigh-radnear-az090,293,56,61,,,
996,p0996,ellow-radmid-az315,elhigh-radnear-az135,289,56,65,,,
997,p0997,ellow-radmid-az315,elhigh-radnear-az180,298,48,64,,,
998,p0998,ellow-radmid-az315,elhigh-radnear-az225,283,58,69,,,
999,p0999,ellow-radmid-az315,elhigh-radnear-az270,295,52,63,,,
1000,p1000,ellow-radmid-az315,elhigh-radnear-az315,292,56,62,,,
1001,p1001,ellow-radmid-az315,elhigh-radmid-az000,289,45,76,,,
1002,p1002,ellow-radmid-az315,elhigh-radmid-az045,299,48,63,,,
1003,p1003,ellow-radmid-az315,elhigh-radmid-az090,293,50,67,,,
1004,p1004,ellow-radmid-az315,elhigh-radmid-az135,293,54,63,,,
1005,p1005,ellow-radmid-az315,elhigh-radmid-az180,288,59,63,,,
1006,p1006,ellow-radmid-az315,elhigh-radmid-az225,282,59,69,,,
1007,p1007,ellow-radmid-az315,elhigh-radmid-az270,299,51,60,,,
1008,p1008,ellow-radmid-az315,elhigh-radmid-az315,302,51,57,,,
1009,p1009,ellow-radmid-az315,elhigh-radfar-az000,306,42,62,,,
1010,p1010,ellow-radmid-az315,elhigh-radfar-az045,275,63,72,,,
1011,p1011,ellow-radmid-az315,elhigh-radfar-az090,299,49,62,,,
1012,p1012,ellow-radmid-az315,elhigh-radfar-az135,305,47,58,,,
1013,p1013,ellow-radmid-az315,elhigh-radfar-az180,299,53,58,,,
1014,p1014,ellow-radmid-az315,elhigh-radfar-az225,302,48,60,,,
1015,p1015,ellow-radmid-az315,elhigh-radfar-az270,296,51,63,,,
1016,p1016,ellow-radmid-az315,elhigh-radfar-az315,296,51,63,,,
1017,p1017,ellow-radfar-az000,ellow-radfar-az045,284,65,61,1,redundant_neighbor,Two nearby low/far azimuths to test a deliberately redundant pair.
1018,p1018,ellow-radfar-az000,ellow-radfar-az090,276,67,67,,,
1019,p1019,ellow-radfar-az000,ellow-radfar-az135,281,54,75,,,
1020,p1020,ellow-radfar-az000,ellow-radfar-az180,281,65,64,,,
1021,p1021,ellow-radfar-az000,ellow-radfar-az225,277,64,69,,,
1022,p1022,ellow-radfar-az000,ellow-radfar-az270,273,66,71,,,
1023,p1023,ellow-radfar-az000,ellow-radfar-az315,285,58,67,,,
1024,p1024,ellow-radfar-az000,elmid-radnear-az000,284,66,60,,,
1025,p1025,ellow-radfar-az000,elmid-radnear-az045,274,65,71,,,
1026,p1026,ellow-radfar-az000,elmid-radnear-az090,286,54,70,,,
1027,p1027,ellow-radfar-az000,elmid-radnear-az135,278,50,82,,,
1028,p1028,ellow-radfar-az000,elmid-radnear-az180,280,59,71,,,
1029,p1029,ellow-radfar-az000,elmid-radnear-az225,282,64,64,,,
1030,p1030,ellow-radfar-az000,elmid-radnear-az270,270,58,82,,,
1031,p1031,ellow-radfar-az000,elmid-radnear-az315,278,60,72,,,
1032,p1032,ellow-radfar-az000,elmid-radmid-az000,274,55,81,,,
1033,p1033,ellow-radfar-az000,elmid-radmid-az045,271,65,74,,,
1034,p1034,ellow-radfar-az000,elmid-radmid-az090,276,66,68,,,
1035,p1035,ellow-radfar-az000,elmid-radmid-az135,283,68,59,,,
1036,p1036,ellow-radfar-az000,elmid-radmid-az180,285,55,70,,,
1037,p1037,ellow-radfar-az000,elmid-radmid-az225,287,62,61,,,
1038,p1038,ellow-radfar-az000,elmid-radmid-az270,274,57,79,,,
1039,p1039,ellow-radfar-az000,elmid-radmid-az315,282,60,68,,,
1040,p1040,ellow-radfar-az000,elmid-radfar-az000,285,59,66,,,
1041,p1041,ellow-radfar-az000,elmid-radfar-az045,275,66,69,,,
1042,p1042,ellow-radfar-az000,elmid-radfar-az090,275,67,68,,,
1043,p1043,ellow-radfar-az000,elmid-radfar-az135,282,58,70,,,
1044,p1044,ellow-radfar-az000,elmid-radfar-az180,287,58,65,,,
1045,p1045,ellow-radfar-az000,elmid-radfar-az225,269,66,75,,,
1046,p1046,ellow-radfar-az000,elmid-radfar-az270,281,64,65,,,
1047,p1047,ellow-radfar-az000,elmid-radfar-az315,284,61,65,,,
1048,p1048,ellow-radfar-az000,elhigh-radnear-az000,277,60,73,,,
1049,p1049,ellow-radfar-az000,elhigh-radnear-az045,288,60,62,,,
1050,p1050,ellow-radfar-az000,elhigh-radnear-az090,277,66,67,,,
1051,p1051,ellow-radfar-az000,elhigh-radnear-az135,273,66,71,,,
1052,p1052,ellow-radfar-az000,elhigh-radnear-az180,282,58,70,5,max_contrast,Two geometrically distant viewpoints to stress maximal training diversity.
1053,p1053,ellow-radfar-az000,elhigh-radnear-az225,267,68,75,,,
1054,p1054,ellow-radfar-az000,elhigh-radnear-az270,279,62,69,,,
1055,p1055,ellow-radfar-az000,elhigh-radnear-az315,276,66,68,,,
1056,p1056,ellow-radfar-az000,elhigh-radmid-az000,273,55,82,,,
1057,p1057,ellow-radfar-az000,elhigh-radmid-az045,283,58,69,,,
1058,p1058,ellow-radfar-az000,elhigh-radmid-az090,277,60,73,,,
1059,p1059,ellow-radfar-az000,elhigh-radmid-az135,277,64,69,,,
1060,p1060,ellow-radfar-az000,elhigh-radmid-az180,272,69,69,,,
1061,p1061,ellow-radfar-az000,elhigh-radmid-az225,266,69,75,,,
1062,p1062,ellow-radfar-az000,elhigh-radmid-az270,283,61,66,,,
1063,p1063,ellow-radfar-az000,elhigh-radmid-az315,286,61,63,,,
1064,p1064,ellow-radfar-az000,elhigh-radfar-az000,290,52,68,,,
1065,p1065,ellow-radfar-az000,elhigh-radfar-az045,259,73,78,,,
1066,p1066,ellow-radfar-az000,elhigh-radfar-az090,283,59,68,,,
1067,p1067,ellow-radfar-az000,elhigh-radfar-az135,289,57,64,,,
1068,p1068,ellow-radfar-az000,elhigh-radfar-az180,283,63,64,,,
1069,p1069,ellow-radfar-az000,elhigh-radfar-az225,286,58,66,,,
1070,p1070,ellow-radfar-az000,elhigh-radfar-az270,280,61,69,,,
1071,p1071,ellow-radfar-az000,elhigh-radfar-az315,280,61,69,,,
1072,p1072,ellow-radfar-az045,ellow-radfar-az090,288,72,50,,,
1073,p1073,ellow-radfar-az045,ellow-radfar-az135,293,59,58,,,
1074,p1074,ellow-radfar-az045,ellow-radfar-az180,293,70,47,,,
1075,p1075,ellow-radfar-az045,ellow-radfar-az225,289,69,52,,,
1076,p1076,ellow-radfar-az045,ellow-radfar-az270,285,71,54,,,
1077,p1077,ellow-radfar-az045,ellow-radfar-az315,297,63,50,,,
1078,p1078,ellow-radfar-az045,elmid-radnear-az000,296,71,43,,,
1079,p1079,ellow-radfar-az045,elmid-radnear-az045,286,70,54,,,
1080,p1080,ellow-radfar-az045,elmid-radnear-az090,298,59,53,,,
1081,p1081,ellow-radfar-az045,elmid-radnear-az135,290,55,65,,,
1082,p1082,ellow-radfar-az045,elmid-radnear-az180,292,64,54,,,
1083,p1083,ellow-radfar-az045,elmid-radnear-az225,294,69,47,,,
1084,p1084,ellow-radfar-az045,elmid-radnear-az270,282,63,65,,,
1085,p1085,ellow-radfar-az045,elmid-radnear-az315,290,65,55,,,
1086,p1086,ellow-radfar-az045,elmid-radmid-az000,286,60,64,,,
1087,p1087,ellow-radfar-az045,elmid-radmid-az045,283,70,57,,,
1088,p1088,ellow-radfar-az045,elmid-radmid-az090,288,71,51,,,
1089,p1089,ellow-radfar-az045,elmid-radmid-az135,295,73,42,,,
1090,p1090,ellow-radfar-az045,elmid-radmid-az180,297,60,53,,,
1091,p1091,ellow-radfar-az045,elmid-radmid-az225,299,67,44,,,
1092,p1092,ellow-radfar-az045,elmid-radmid-az270,286,62,62,,,
1093,p1093,ellow-radfar-az045,elmid-radmid-az315,294,65,51,,,
1094,p1094,ellow-radfar-az045,elmid-radfar-az000,297,64,49,,,
1095,p1095,ellow-radfar-az045,elmid-radfar-az045,287,71,52,,,
1096,p1096,ellow-radfar-az045,elmid-radfar-az090,287,72,51,,,
1097,p1097,ellow-radfar-az045,elmid-radfar-az135,294,63,53,,,
1098,p1098,ellow-radfar-az045,elmid-radfar-az180,299,63,48,,,
1099,p1099,ellow-radfar-az045,elmid-radfar-az225,281,71,58,,,
1100,p1100,ellow-radfar-az045,elmid-radfar-az270,293,69,48,,,
1101,p1101,ellow-radfar-az045,elmid-radfar-az315,296,66,48,,,
1102,p1102,ellow-radfar-az045,elhigh-radnear-az000,289,65,56,,,
1103,p1103,ellow-radfar-az045,elhigh-radnear-az045,300,65,45,,,
1104,p1104,ellow-radfar-az045,elhigh-radnear-az090,289,71,50,,,
1105,p1105,ellow-radfar-az045,elhigh-radnear-az135,285,71,54,,,
1106,p1106,ellow-radfar-az045,elhigh-radnear-az180,294,63,53,,,
1107,p1107,ellow-radfar-az045,elhigh-radnear-az225,279,73,58,,,
1108,p1108,ellow-radfar-az045,elhigh-radnear-az270,291,67,52,,,
1109,p1109,ellow-radfar-az045,elhigh-radnear-az315,288,71,51,,,
