scene_key,file_name,target_class,distractor_count,view_clutter_group,num_label_boxes,num_target_class_boxes,target_visible,target_detected,target_ap50_95,target_strict_quality_iou50,target_match_confidence_iou50
S0-SM_suv2,S0-SM_suv2-ellow-radfar-az225.png,suv,22,10+,24,2,1,1,0.587500001117587,0.895948936003947,0.9313990473747253
S0-SM_suv2,S0-SM_suv2-ellow-radfar-az270.png,suv,14,10+,15,1,1,1,0.9,0.8573068677346285,0.9267705678939819
S0-SM_suv2,S0-SM_suv2-ellow-radmid-az315.png,suv,8,5-9,9,1,1,1,0.9,0.8903081384378879,0.9428208470344543
S0-SM_suv2,S0-SM_suv2-ellow-radnear-az180.png,suv,16,10+,18,2,1,1,0.4725000003352761,0.8928169754512822,0.9556142091751099
S0-SM_suv2,S0-SM_suv2-ellow-radnear-az315.png,suv,6,5-9,7,1,1,1,1.0,0.9483023393227086,0.9674358367919922
S0-SM_suv2,S0-SM_suv2-elmid-radfar-az090.png,suv,6,5-9,7,1,1,1,1.0,0.8987928949175625,0.9323034286499023
S0-SM_suv20,S0-SM_suv20-elhigh-radfar-az135.png,suv,5,5-9,6,1,1,1,0.9,0.8912846117793194,0.9440025687217712
S0-SM_suv20,S0-SM_suv20-ellow-radfar-az045.png,suv,1,1-4,1,0,0,0,0.0,0.0,0.0
S0-SM_suv20,S0-SM_suv20-ellow-radfar-az090.png,suv,4,1-4,4,0,0,0,0.0,0.0,0.0
S0-SM_suv20,S0-SM_suv20-ellow-radfar-az180.png,suv,5,5-9,6,1,1,1,0.9,0.8359838909524768,0.9161738753318787
S0-SM_suv20,S0-SM_suv20-ellow-radmid-az045.png,suv,1,1-4,1,0,0,0,0.0,0.0,0.0
S0-SM_suv20,S0-SM_suv20-ellow-radmid-az270.png,suv,23,10+,25,2,1,1,0.775000000745058,0.9050616150435289,0.9580551385879517
S0-SM_suv20,S0-SM_suv20-ellow-radnear-az090.png,suv,0,0,1,1,1,1,1.0,0.9435320837245165,0.9633651375770569
S0-SM_suv20,S0-SM_suv20-ellow-radnear-az135.png,suv,1,1-4,2,1,1,1,1.0,0.9460556184313695,0.9756532311439514
S0-SM_suv20,S0-SM_suv20-elmid-radfar-az000.png,suv,5,5-9,6,1,1,1,1.0,0.8954046839431307,0.9303984045982361
S0-SM_suv20,S0-SM_suv20-elmid-radmid-az045.png,suv,3,1-4,4,1,1,1,1.0,0.9332888411593707,0.9515325427055359
S0-SM_suv20,S0-SM_suv20-elmid-radnear-az090.png,suv,1,1-4,2,1,1,1,1.0,0.9389049151653381,0.9594460725784302
S0-SM_suv21,S0-SM_suv21-elhigh-radfar-az000.png,suv,9,5-9,10,1,1,1,0.9,0.8746888978754974,0.9321637749671936
S0-SM_suv21,S0-SM_suv21-elhigh-radfar-az180.png,suv,5,5-9,7,2,1,1,0.6916666679084301,0.8509165054390024,0.9315429925918579
S0-SM_suv21,S0-SM_suv21-elhigh-radmid-az180.png,suv,3,1-4,4,1,1,1,0.9,0.8658592061088655,0.94460529088974
S0-SM_suv21,S0-SM_suv21-elhigh-radnear-az045.png,suv,4,1-4,5,1,1,1,1.0,0.8935528814782145,0.9333030581474304
S0-SM_suv21,S0-SM_suv21-elhigh-radnear-az090.png,suv,3,1-4,4,1,1,1,1.0,0.922162386646967,0.9490379095077515
S0-SM_suv21,S0-SM_suv21-elhigh-radnear-az180.png,suv,3,1-4,4,1,1,1,0.9,0.8789879064956629,0.9501603245735168
S0-SM_suv21,S0-SM_suv21-ellow-radfar-az045.png,suv,9,5-9,11,2,1,1,0.5750000011175871,0.8569541205864084,0.9241127967834473
S0-SM_suv21,S0-SM_suv21-ellow-radfar-az135.png,suv,1,1-4,1,0,0,0,0.0,0.0,0.0
S0-SM_suv21,S0-SM_suv21-ellow-radmid-az135.png,suv,1,1-4,1,0,0,0,0.0,0.0,0.0
S0-SM_suv21,S0-SM_suv21-ellow-radmid-az315.png,suv,11,10+,12,1,1,1,1.0,0.9154011600871002,0.9517099857330322
S0-SM_suv21,S0-SM_suv21-elmid-radfar-az225.png,suv,5,5-9,9,4,1,1,0.7160714294761419,0.85598687097443,0.9337133765220642
S0-SM_suv21,S0-SM_suv21-elmid-radmid-az135.png,suv,3,1-4,4,1,1,1,1.0,0.9138915676500083,0.9500382542610168
S0-SM_suv22,S0-SM_suv22-elhigh-radfar-az000.png,suv,4,1-4,6,2,1,1,0.9625,0.8923473803376964,0.9344134330749512
S0-SM_suv22,S0-SM_suv22-elhigh-radfar-az315.png,suv,2,1-4,4,2,1,1,1.0,0.9286149982294987,0.9427238702774048
S0-SM_suv22,S0-SM_suv22-elhigh-radmid-az000.png,suv,2,1-4,4,2,1,1,0.9375,0.867279083422396,0.9352851510047913
S0-SM_suv22,S0-SM_suv22-elhigh-radnear-az315.png,suv,0,0,2,2,1,1,1.0,0.9077420530796658,0.9529668688774109
S0-SM_suv22,S0-SM_suv22-ellow-radmid-az090.png,suv,6,5-9,9,3,1,1,0.8166666690260171,0.8854087106007,0.9340486526489258
S0-SM_suv22,S0-SM_suv22-ellow-radmid-az135.png,suv,1,1-4,3,2,1,1,0.9625,0.9395301972896597,0.9446614384651184
S0-SM_suv22,S0-SM_suv22-ellow-radmid-az270.png,suv,20,10+,24,4,1,1,0.681250001117587,0.9633714604465808,0.9714552164077759
S0-SM_suv22,S0-SM_suv22-ellow-radnear-az045.png,suv,16,10+,19,3,1,1,0.7296296431510537,0.9314275040547138,0.9632701277732849
S0-SM_suv22,S0-SM_suv22-ellow-radnear-az270.png,suv,22,10+,26,4,1,1,0.5825000019744039,0.9503941940392835,0.9593373537063599
S0-SM_suv22,S0-SM_suv22-elmid-radfar-az045.png,suv,10,10+,13,3,1,1,0.7888888971673117,0.8870594954307336,0.9392377138137817
S0-SM_suv22,S0-SM_suv22-elmid-radmid-az045.png,suv,2,1-4,4,2,1,1,0.9625,0.9203409190165708,0.9527278542518616
S0-SM_suv22,S0-SM_suv22-elmid-radmid-az135.png,suv,1,1-4,3,2,1,1,1.0,0.9107915606964383,0.94681715965271
S0-SM_suv22,S0-SM_suv22-elmid-radmid-az270.png,suv,0,0,2,2,1,1,0.875000000745058,0.9052381519743307,0.9483690857887268
S0-SM_suv22,S0-SM_suv22-elmid-radnear-az000.png,suv,0,0,2,2,1,1,0.9625,0.9439148054676139,0.9596776962280273
S0-SM_suv22,S0-SM_suv22-elmid-radnear-az315.png,suv,0,0,2,2,1,1,0.875000000745058,0.938379325767297,0.9661149382591248
S0-SM_suv3,S0-SM_suv3-elhigh-radfar-az000.png,suv,6,5-9,11,5,1,1,0.8666666729251544,0.8992022691194279,0.947420060634613
S0-SM_suv3,S0-SM_suv3-elhigh-radfar-az270.png,suv,7,5-9,12,5,1,1,0.9724444459411833,0.8908317239067465,0.9348860383033752
S0-SM_suv3,S0-SM_suv3-elhigh-radmid-az090.png,suv,3,1-4,6,3,1,1,0.9200000050663949,0.9036144043744407,0.9437902569770813
S0-SM_suv3,S0-SM_suv3-elhigh-radnear-az135.png,suv,2,1-4,5,3,1,1,0.955555557873514,0.9039501650371307,0.9594600200653076
S0-SM_suv3,S0-SM_suv3-elhigh-radnear-az270.png,suv,3,1-4,6,3,1,1,0.955555557873514,0.8712194856030706,0.9457675218582153
S0-SM_suv3,S0-SM_suv3-ellow-radnear-az270.png,suv,17,10+,22,5,1,1,0.7340000112205743,0.9390451120363963,0.954708456993103
S0-SM_suv3,S0-SM_suv3-elmid-radfar-az270.png,suv,6,5-9,11,5,1,1,0.9520000006556512,0.8927197432680991,0.9387539029121399
S0-SM_suv3,S0-SM_suv3-elmid-radmid-az315.png,suv,7,5-9,12,5,1,1,1.0,0.9390315831542537,0.957241415977478
S0-SM_suv3,S0-SM_suv3-elmid-radnear-az135.png,suv,0,0,2,2,1,1,1.0,0.9462251244785591,0.9683045148849487
S0-SM_suv4,S0-SM_suv4-elhigh-radfar-az315.png,suv,7,5-9,12,5,1,1,0.9420000005066396,0.9041721645510634,0.9403518438339233
S0-SM_suv4,S0-SM_suv4-elhigh-radmid-az000.png,suv,7,5-9,12,5,1,1,0.9800000011920929,0.925977798446354,0.9418808221817017
S0-SM_suv4,S0-SM_suv4-elhigh-radmid-az090.png,suv,4,1-4,8,4,1,1,0.94375,0.925981111038439,0.9427408576011658
S0-SM_suv4,S0-SM_suv4-elhigh-radmid-az180.png,suv,3,1-4,8,5,1,1,0.9670000016987323,0.8922110464628332,0.9383180141448975
S0-SM_suv4,S0-SM_suv4-elhigh-radmid-az225.png,suv,5,5-9,10,5,1,1,0.988000000834465,0.9149085449636942,0.9459559917449951
S0-SM_suv4,S0-SM_suv4-elhigh-radnear-az000.png,suv,6,5-9,11,5,1,1,0.9420000005066396,0.8962924952126095,0.9341375231742859
S0-SM_suv4,S0-SM_suv4-elhigh-radnear-az135.png,suv,3,1-4,7,4,1,1,0.978125,0.9278343179813078,0.9606943130493164
S0-SM_suv4,S0-SM_suv4-elhigh-radnear-az225.png,suv,5,5-9,10,5,1,1,0.9585714300083262,0.9378755051646586,0.9562824368476868
S0-SM_suv4,S0-SM_suv4-ellow-radfar-az135.png,suv,6,5-9,10,4,1,1,0.8113636367022992,0.8918501419171108,0.941618800163269
S0-SM_suv4,S0-SM_suv4-ellow-radnear-az180.png,suv,20,10+,25,5,1,1,0.9186666721900305,0.9306287424675652,0.9638908505439758
S0-SM_suv4,S0-SM_suv4-elmid-radfar-az045.png,suv,5,5-9,10,5,1,1,0.9600000029802322,0.9361973422947543,0.9559048414230347
S0-SM_suv4,S0-SM_suv4-elmid-radfar-az090.png,suv,4,1-4,8,4,1,1,1.0,0.9414273439601146,0.9605077505111694
S0-SM_suv4,S0-SM_suv4-elmid-radfar-az135.png,suv,6,5-9,11,5,1,1,0.8650000086426735,0.9046698322716367,0.9520904421806335
S0-SM_suv4,S0-SM_suv4-elmid-radnear-az135.png,suv,1,1-4,4,3,1,1,1.0,0.955385793464103,0.9718909859657288
S0-SM_suv4,S0-SM_suv4-elmid-radnear-az315.png,suv,3,1-4,8,5,1,1,0.988000000834465,0.9604847073455076,0.9702525734901428
S0-SM_suv5,S0-SM_suv5-elhigh-radfar-az225.png,suv,6,5-9,11,5,1,1,0.9760000013709067,0.9149031112949615,0.9464225769042969
S0-SM_suv5,S0-SM_suv5-elhigh-radfar-az270.png,suv,7,5-9,12,5,1,1,0.9800000011920929,0.8959404171889567,0.9344919323921204
S0-SM_suv5,S0-SM_suv5-elhigh-radmid-az225.png,suv,6,5-9,11,5,1,1,0.9700000017881394,0.9310902721012688,0.9550022482872009
S0-SM_suv5,S0-SM_suv5-elhigh-radnear-az000.png,suv,7,5-9,12,5,1,1,0.9670000016987323,0.8885203677663256,0.9346526861190796
S0-SM_suv5,S0-SM_suv5-elhigh-radnear-az270.png,suv,5,5-9,9,4,1,1,0.917708333581686,0.8723477809973907,0.9492152333259583
S0-SM_suv5,S0-SM_suv5-ellow-radmid-az225.png,suv,32,10+,37,5,1,1,0.8737500047311186,0.9293606252128797,0.9547946453094482
S0-SM_suv5,S0-SM_suv5-ellow-radmid-az270.png,suv,16,10+,21,5,1,1,0.8516483618826655,0.9520718610309586,0.9721106290817261
S0-SM_suv5,S0-SM_suv5-ellow-radmid-az315.png,suv,5,5-9,10,5,1,1,0.8850000073015689,0.9314706639850385,0.9526350498199463
S0-SM_suv5,S0-SM_suv5-ellow-radnear-az090.png,suv,12,10+,16,4,1,1,0.9312500001862645,0.969908785215118,0.9788838624954224
S0-SM_suv5,S0-SM_suv5-ellow-radnear-az180.png,suv,25,10+,32,7,1,1,0.6698979738415505,0.9187287776581776,0.961218535900116
S0-SM_suv5,S0-SM_suv5-ellow-radnear-az225.png,suv,32,10+,38,6,1,1,0.7544444596105151,0.9498801798242518,0.9713742136955261
S0-SM_suv5,S0-SM_suv5-elmid-radfar-az135.png,suv,8,5-9,13,5,1,1,0.9550000011920929,0.902827841243635,0.9523739814758301
S0-SM_suv5,S0-SM_suv5-elmid-radfar-az225.png,suv,9,5-9,14,5,1,1,0.9836363647200844,0.922170566497563,0.951708197593689
S0-SM_suv5,S0-SM_suv5-elmid-radmid-az135.png,suv,3,1-4,8,5,1,1,1.0,0.9271507683793629,0.9616153240203857
S0-SM_suv5,S0-SM_suv5-elmid-radmid-az180.png,suv,2,1-4,7,5,1,1,0.8700000051409006,0.9262939755764421,0.9541451930999756
S0-SM_suv5,S0-SM_suv5-elmid-radnear-az000.png,suv,4,1-4,9,5,1,1,0.9720000021457672,0.9321262838233153,0.957136332988739
S0-SM_suv5,S0-SM_suv5-elmid-radnear-az135.png,suv,2,1-4,6,4,1,1,1.0,0.9564224914217903,0.971169114112854
S0-SM_suv5,S0-SM_suv5-elmid-radnear-az225.png,suv,3,1-4,8,5,1,1,0.866666676600774,0.9447243771020624,0.9690432548522949
S0-SM_suv6,S0-SM_suv6-elhigh-radmid-az225.png,suv,6,5-9,11,5,1,1,0.9720000021457672,0.9305268897451953,0.9533522129058838
S0-SM_suv6,S0-SM_suv6-ellow-radmid-az045.png,suv,10,10+,15,5,1,1,0.9670000016987323,0.9396368838891433,0.9546781778335571
S0-SM_suv6,S0-SM_suv6-ellow-radnear-az180.png,suv,26,10+,32,6,1,1,0.7307017546996736,0.9216030151594374,0.9622300267219543
S0-SM_suv6,S0-SM_suv6-elmid-radnear-az270.png,suv,4,1-4,7,3,1,1,1.0,0.9412403560793621,0.9586403369903564
S0-SM_suv7,S0-SM_suv7-elhigh-radfar-az000.png,suv,7,5-9,12,5,1,1,0.884000003695488,0.8750609518685337,0.9395301342010498
S0-SM_suv7,S0-SM_suv7-elhigh-radfar-az270.png,suv,5,5-9,8,3,1,1,1.0,0.8925933610997348,0.9392486214637756
S0-SM_suv7,S0-SM_suv7-elhigh-radmid-az090.png,suv,6,5-9,10,4,1,1,0.984375,0.9017831276075867,0.9334888458251953
S0-SM_suv7,S0-SM_suv7-elhigh-radmid-az315.png,suv,6,5-9,10,4,1,1,0.984375,0.9416464957975137,0.9658005237579346
S0-SM_suv7,S0-SM_suv7-ellow-radfar-az000.png,suv,7,5-9,11,4,1,1,0.9145833343267441,0.8823929368909589,0.9331534504890442
S0-SM_suv7,S0-SM_suv7-ellow-radfar-az225.png,suv,28,10+,31,3,1,1,0.9416666675359011,0.9080804795348385,0.9512165188789368
S0-SM_suv7,S0-SM_suv7-ellow-radmid-az225.png,suv,28,10+,31,3,1,1,0.8153846269616712,0.9185349094304556,0.9551724195480347
S0-SM_suv7,S0-SM_suv7-ellow-radnear-az045.png,suv,13,10+,19,6,1,1,0.8666666612738656,0.9362350438156923,0.9636560678482056
S0-SM_suv7,S0-SM_suv7-elmid-radfar-az225.png,suv,11,10+,15,4,1,1,0.8516666673123836,0.8842460529418688,0.9567712545394897
S0-SM_suv7,S0-SM_suv7-elmid-radfar-az270.png,suv,5,5-9,8,3,1,1,1.0,0.9297682629185822,0.9578626751899719
S0-SM_suv7,S0-SM_suv7-elmid-radmid-az180.png,suv,5,5-9,8,3,1,1,1.0,0.9172420834693042,0.9556518793106079
S0-SM_suv7,S0-SM_suv7-elmid-radmid-az225.png,suv,4,1-4,7,3,1,1,1.0,0.931597117056981,0.9641141891479492
S0-SM_suv8,S0-SM_suv8-elhigh-radmid-az180.png,suv,1,1-4,3,2,1,1,0.9375,0.8918863782028232,0.9421377778053284
S0-SM_suv8,S0-SM_suv8-elhigh-radmid-az270.png,suv,2,1-4,4,2,1,1,0.9375,0.8855988247671753,0.9394088387489319
S0-SM_suv8,S0-SM_suv8-elhigh-radnear-az000.png,suv,2,1-4,4,2,1,1,0.9625,0.9045330312522637,0.9493705630302429
S0-SM_suv8,S0-SM_suv8-elhigh-radnear-az045.png,suv,2,1-4,4,2,1,1,1.0,0.9115166867710798,0.9492907524108887
S0-SM_suv8,S0-SM_suv8-elhigh-radnear-az090.png,suv,2,1-4,4,2,1,1,0.9,0.8993338315753938,0.949395477771759
S0-SM_suv8,S0-SM_suv8-elhigh-radnear-az270.png,suv,2,1-4,4,2,1,1,0.9625,0.9077120147332316,0.9464518427848816
S0-SM_suv8,S0-SM_suv8-ellow-radmid-az045.png,suv,10,10+,12,2,1,1,0.958333333581686,0.9217866319728429,0.9536519646644592
S0-SM_suv8,S0-SM_suv8-ellow-radmid-az090.png,suv,16,10+,18,2,1,1,0.9550000000745058,0.9290081381370108,0.9561231732368469
S0-SM_suv8,S0-SM_suv8-ellow-radmid-az135.png,suv,11,10+,18,7,1,1,0.3785714419824736,0.904443118346574,0.9554232954978943
S0-SM_suv8,S0-SM_suv8-ellow-radmid-az270.png,suv,10,10+,12,2,1,1,0.8550000000745058,0.8959652166962222,0.9447624087333679
S0-SM_suv8,S0-SM_suv8-ellow-radnear-az180.png,suv,10,10+,12,2,1,1,1.0,0.9314803465347872,0.9651814103126526
S0-SM_suv8,S0-SM_suv8-ellow-radnear-az225.png,suv,20,10+,23,3,1,1,0.6600000151991844,0.8993403919071206,0.9597761034965515
S0-SM_suv8,S0-SM_suv8-elmid-radmid-az270.png,suv,3,1-4,5,2,1,1,0.9625,0.9255817531786867,0.9515977501869202
S0-SM_suv8,S0-SM_suv8-elmid-radnear-az135.png,suv,1,1-4,3,2,1,1,1.0,0.9499019507462485,0.965385377407074
S0-SM_suv8,S0-SM_suv8-elmid-radnear-az180.png,suv,0,0,2,2,1,1,1.0,0.9487705436087452,0.9754903316497803
S0-SM_suv8,S0-SM_suv8-elmid-radnear-az270.png,suv,0,0,2,2,1,1,1.0,0.9500527841418887,0.9602830410003662
S0-SM_suv9,S0-SM_suv9-elhigh-radfar-az135.png,suv,2,1-4,4,2,1,1,0.9375,0.8878779680452737,0.935354471206665
S0-SM_suv9,S0-SM_suv9-elhigh-radnear-az000.png,suv,3,1-4,5,2,1,1,0.9,0.8829023609504141,0.9523208737373352
S0-SM_suv9,S0-SM_suv9-elhigh-radnear-az180.png,suv,1,1-4,3,2,1,1,1.0,0.9283320688795449,0.9530187249183655
S0-SM_suv9,S0-SM_suv9-ellow-radfar-az225.png,suv,20,10+,24,4,1,1,0.5562500024214387,0.9203949809879326,0.9319319128990173
S0-SM_suv9,S0-SM_suv9-ellow-radmid-az315.png,suv,11,10+,18,7,1,1,0.7199443485166234,0.8907975684113723,0.9515764713287354
S0-SM_suv9,S0-SM_suv9-ellow-radnear-az045.png,suv,11,10+,13,2,1,1,0.95625,0.9383012849791577,0.9628520607948303
S0-SM_suv9,S0-SM_suv9-ellow-radnear-az180.png,suv,10,10+,12,2,1,1,1.0,0.9356665898002205,0.9681566953659058
S0-SM_suv9,S0-SM_suv9-elmid-radfar-az090.png,suv,2,1-4,4,2,1,1,1.0,0.9113143167322235,0.9489399194717407
S0-SM_suv9,S0-SM_suv9-elmid-radfar-az225.png,suv,2,1-4,4,2,1,1,0.9625,0.912511749456101,0.944662868976593
S0-SM_suv9,S0-SM_suv9-elmid-radnear-az135.png,suv,0,0,2,2,1,1,1.0,0.94196879770303,0.9610667824745178
S0-SM_tank1,S0-SM_tank1-elhigh-radfar-az000.png,tank,4,1-4,6,2,1,1,0.75,0.9278226246650263,0.9466435313224792
S0-SM_tank1,S0-SM_tank1-elhigh-radfar-az180.png,tank,4,1-4,5,1,1,1,1.0,0.898673920094403,0.9456602931022644
S0-SM_tank1,S0-SM_tank1-elhigh-radfar-az225.png,tank,4,1-4,5,1,1,1,1.0,0.9002051159629154,0.9423288702964783
S0-SM_tank1,S0-SM_tank1-elhigh-radmid-az045.png,tank,4,1-4,6,2,1,1,0.6666666686534881,0.9093833135073481,0.9469273686408997
S0-SM_tank1,S0-SM_tank1-elhigh-radmid-az225.png,tank,4,1-4,5,1,1,1,0.9,0.8968060022104964,0.9475808143615723
S0-SM_tank1,S0-SM_tank1-elhigh-radnear-az135.png,tank,3,1-4,4,1,1,1,1.0,0.9315322356760944,0.9534536004066467
S0-SM_tank1,S0-SM_tank1-elhigh-radnear-az225.png,tank,3,1-4,4,1,1,1,1.0,0.9338093853358345,0.9594367742538452
S0-SM_tank1,S0-SM_tank1-ellow-radnear-az045.png,tank,2,1-4,4,2,1,1,0.6375,0.8801183762693299,0.930383563041687
S0-SM_tank1,S0-SM_tank1-ellow-radnear-az270.png,tank,14,10+,14,0,0,0,0.0,0.0,0.0
S0-SM_tank1,S0-SM_tank1-elmid-radfar-az135.png,tank,4,1-4,5,1,1,1,1.0,0.8979380166186246,0.9342256188392639
S0-SM_tank1,S0-SM_tank1-elmid-radfar-az180.png,tank,3,1-4,4,1,1,1,1.0,0.9124244471166492,0.9458826780319214
S0-SM_tank1,S0-SM_tank1-elmid-radfar-az225.png,tank,3,1-4,4,1,1,1,0.9,0.8509713154466496,0.9372316002845764
S0-SM_tank1,S0-SM_tank1-elmid-radmid-az000.png,tank,4,1-4,5,1,1,1,1.0,0.9199527945468802,0.9551337957382202
S0-SM_tank1,S0-SM_tank1-elmid-radmid-az090.png,tank,3,1-4,4,1,1,1,1.0,0.9166114735593709,0.9367320537567139
S0-SM_tank1,S0-SM_tank1-elmid-radmid-az135.png,tank,3,1-4,4,1,1,1,1.0,0.9289426739817053,0.9526872038841248
S0-SM_tank1,S0-SM_tank1-elmid-radmid-az270.png,tank,4,1-4,5,1,1,1,0.9,0.85287635128212,0.9328658580780029
S0-SM_tank10,S0-SM_tank10-elhigh-radfar-az045.png,tank,1,1-4,2,1,1,1,1.0,0.9145243405878212,0.9413384795188904
S0-SM_tank10,S0-SM_tank10-elhigh-radnear-az135.png,tank,0,0,1,1,1,1,0.9,0.887861281788318,0.9599431157112122
S0-SM_tank10,S0-SM_tank10-ellow-radfar-az045.png,tank,12,10+,15,3,1,1,0.3333333420256773,0.8588631855566078,0.9209612607955933
S0-SM_tank10,S0-SM_tank10-ellow-radmid-az180.png,tank,18,10+,19,1,1,1,1.0,0.8922255382920241,0.9387427568435669
S0-SM_tank10,S0-SM_tank10-ellow-radnear-az045.png,tank,17,10+,20,3,1,1,0.3230769325334292,0.7658949450537875,0.8082004189491272
S0-SM_tank10,S0-SM_tank10-ellow-radnear-az315.png,tank,8,5-9,9,1,1,1,0.6,0.7287698183017852,0.9275858998298645
S0-SM_tank10,S0-SM_tank10-elmid-radfar-az090.png,tank,2,1-4,3,1,1,1,0.5,0.6579131705032353,0.9033287763595581
S0-SM_tank10,S0-SM_tank10-elmid-radmid-az090.png,tank,0,0,1,1,1,1,0.5,0.6725887915108331,0.9030035734176636
S0-SM_tank10,S0-SM_tank10-elmid-radmid-az180.png,tank,0,0,1,1,1,1,1.0,0.9216823539305494,0.9639601707458496
S0-SM_tank10,S0-SM_tank10-elmid-radnear-az135.png,tank,0,0,1,1,1,1,0.9,0.881668645779321,0.958081841468811
S0-SM_tank10,S0-SM_tank10-elmid-radnear-az180.png,tank,0,0,1,1,1,1,1.0,0.9548153476869032,0.9742239713668823
S0-SM_tank11,S0-SM_tank11-elhigh-radfar-az045.png,tank,1,1-4,2,1,1,1,1.0,0.8998882422981183,0.9333112239837646
S0-SM_tank11,S0-SM_tank11-elhigh-radfar-az180.png,tank,2,1-4,3,1,1,1,0.9,0.865688150758924,0.925478994846344
S0-SM_tank11,S0-SM_tank11-elhigh-radfar-az315.png,tank,1,1-4,2,1,1,1,1.0,0.8870790023586679,0.9254213571548462
S0-SM_tank11,S0-SM_tank11-elhigh-radnear-az180.png,tank,1,1-4,2,1,1,1,1.0,0.9242744045693385,0.9650412797927856
S0-SM_tank11,S0-SM_tank11-ellow-radmid-az000.png,tank,0,0,1,1,1,1,0.9,0.6764903450294781,0.7409356832504272
S0-SM_tank11,S0-SM_tank11-ellow-radnear-az000.png,tank,0,0,1,1,1,1,0.9,0.8754440513439121,0.9238702654838562
S0-SM_tank11,S0-SM_tank11-ellow-radnear-az225.png,tank,19,10+,21,2,1,1,0.525000000372529,0.9418653147723148,0.9742076396942139
S0-SM_tank11,S0-SM_tank11-elmid-radfar-az000.png,tank,1,1-4,2,1,1,1,1.0,0.9141553107112799,0.9486048221588135
S0-SM_tank11,S0-SM_tank11-elmid-radfar-az045.png,tank,1,1-4,2,1,1,1,0.9,0.875805337490263,0.9331043362617493
S0-SM_tank11,S0-SM_tank11-elmid-radfar-az270.png,tank,1,1-4,2,1,1,1,1.0,0.9012003806128561,0.9315870404243469
S0-SM_tank11,S0-SM_tank11-elmid-radnear-az090.png,tank,0,0,1,1,1,1,1.0,0.9579793686306886,0.9724857807159424
S0-SM_tank12,S0-SM_tank12-elhigh-radfar-az045.png,tank,0,0,2,2,1,1,0.9375,0.8996915238871566,0.9560109376907349
S0-SM_tank12,S0-SM_tank12-elhigh-radmid-az000.png,tank,0,0,3,3,1,1,0.9777777794334623,0.939104009242353,0.9640033841133118
S0-SM_tank12,S0-SM_tank12-elhigh-radmid-az135.png,tank,0,0,3,3,1,1,1.0,0.9331389806737889,0.9623098373413086
S0-SM_tank12,S0-SM_tank12-elhigh-radnear-az000.png,tank,0,0,3,3,1,1,0.764848502585382,0.9505485094639177,0.9781184792518616
S0-SM_tank12,S0-SM_tank12-ellow-radfar-az000.png,tank,15,10+,17,2,1,1,0.95625,0.8918289227448817,0.9298060536384583
S0-SM_tank12,S0-SM_tank12-ellow-radfar-az090.png,tank,0,0,2,2,1,1,0.958333333581686,0.9042527358453754,0.9301390647888184
S0-SM_tank12,S0-SM_tank12-ellow-radmid-az135.png,tank,0,0,2,2,1,1,0.9517857143655419,0.9117873642842085,0.9355416297912598
S0-SM_tank12,S0-SM_tank12-ellow-radmid-az270.png,tank,20,10+,25,5,1,1,0.7050403084000606,0.8763573441798798,0.8955448269844055
S0-SM_tank12,S0-SM_tank12-elmid-radfar-az135.png,tank,0,0,3,3,1,1,0.9277777784400516,0.8959174623769037,0.9493584036827087
S0-SM_tank12,S0-SM_tank12-elmid-radnear-az135.png,tank,0,0,2,2,1,1,1.0,0.9596139221878701,0.967570424079895
S0-SM_tank12,S0-SM_tank12-elmid-radnear-az315.png,tank,0,0,2,2,1,1,1.0,0.9482944416084678,0.96677565574646
S0-SM_tank13,S0-SM_tank13-ellow-radmid-az270.png,tank,22,10+,27,5,1,1,0.8906666703124841,0.9160512364906594,0.9411028623580933
S0-SM_tank13,S0-SM_tank13-ellow-radnear-az270.png,tank,16,10+,20,4,1,1,0.647916667116806,0.9465509129159102,0.9619264006614685
S0-SM_tank13,S0-SM_tank13-elmid-radfar-az180.png,tank,0,0,5,5,1,1,0.8720000046789644,0.9236298811586039,0.9611090421676636
S0-SM_tank13,S0-SM_tank13-elmid-radmid-az045.png,tank,0,0,3,3,1,1,0.9777777794334623,0.9459303241283479,0.9608680009841919
S0-SM_tank13,S0-SM_tank13-elmid-radnear-az180.png,tank,0,0,4,4,1,1,0.984375,0.9503483175850889,0.9698773622512817
S0-SM_tank14,S0-SM_tank14-elhigh-radfar-az045.png,tank,0,0,4,4,1,1,0.921875,0.9056115562308591,0.9556518793106079
S0-SM_tank14,S0-SM_tank14-elhigh-radmid-az225.png,tank,0,0,3,3,1,1,0.8222222295072343,0.9291662754552945,0.965493381023407
S0-SM_tank14,S0-SM_tank14-elhigh-radmid-az315.png,tank,0,0,4,4,1,1,1.0,0.9194925233997253,0.951545238494873
S0-SM_tank14,S0-SM_tank14-elhigh-radnear-az135.png,tank,0,0,4,4,1,1,0.953125,0.9184527051573603,0.9473480582237244
S0-SM_tank14,S0-SM_tank14-elhigh-radnear-az225.png,tank,0,0,3,3,1,1,0.9222222230500645,0.9054910366168123,0.956721842288971
S0-SM_tank14,S0-SM_tank14-ellow-radmid-az045.png,tank,16,10+,20,4,1,1,0.8312500010244548,0.9701402578885663,0.9767500758171082
S0-SM_tank14,S0-SM_tank14-ellow-radmid-az180.png,tank,15,10+,21,6,1,1,0.7336996371028842,0.8769918331528501,0.9219716787338257
