viewpoint_1,viewpoint_2,combination_label,scene_count,mean_best_pair_strict_quality,best_individual_mean_strict_quality_on_matched_scenes,pair_synergy_strict,mean_best_pair_AP50_95,elevation_pattern,radius_pattern,azimuth_pattern,unique_elevation_count,unique_radius_count,unique_azimuth_count,max_pairwise_azimuth_gap,mean_pairwise_azimuth_gap,radius_relationship,elevation_relationship,azimuth_relationship,diversity_type,diversity_factor_count
ellow-radnear-az135,elmid-radnear-az315,ellow-radnear-az135 + elmid-radnear-az315,6,0.970089366672075,0.9677717872978194,0.002317579374255585,0.9711752138721446,low + mid,near,135 + 315,2,1,2,180,180.0,same_radius,adjacent_elevation,opposite_180,elevation+azimuth,2
elmid-radnear-az135,elhigh-radmid-az000,elmid-radnear-az135 + elhigh-radmid-az000,10,0.9222587385769622,0.9199488867927151,0.00230985178424703,0.9486749821099579,mid + high,near + mid,000 + 135,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
elhigh-radnear-az000,elhigh-radmid-az270,elhigh-radnear-az000 + elhigh-radmid-az270,2,0.9340534329707495,0.9317465465627208,0.0023068864080286744,0.98125,high,near + mid,000 + 270,1,2,2,90,90.0,adjacent_radius,same_elevation,quarter_turn_90,distance+azimuth,2
elmid-radmid-az045,elhigh-radfar-az180,elmid-radmid-az045 + elhigh-radfar-az180,4,0.8276891408299569,0.8253872416647043,0.0023018991652525855,0.8585648153460136,mid + high,mid + far,045 + 180,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radfar-az315,elhigh-radnear-az045,ellow-radfar-az315 + elhigh-radnear-az045,7,0.9182467203636483,0.915956528710403,0.002290191653245288,0.906396130269896,low + high,near + far,045 + 315,2,2,2,90,90.0,near_far,low_high,quarter_turn_90,distance+elevation+azimuth,3
ellow-radfar-az045,elmid-radmid-az315,ellow-radfar-az045 + elmid-radmid-az315,3,0.9417374164297954,0.939447487920121,0.002289928509674355,0.9874999999999999,low + mid,mid + far,045 + 315,2,2,2,90,90.0,adjacent_radius,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
elhigh-radmid-az090,elhigh-radmid-az315,elhigh-radmid-az090 + elhigh-radmid-az315,3,0.8602322375922439,0.8579451555203512,0.0022870820718926543,0.913310185957838,high,mid,090 + 315,1,1,2,135,135.0,same_radius,same_elevation,diagonal_135,azimuth_only,1
elmid-radnear-az045,elmid-radfar-az000,elmid-radnear-az045 + elmid-radfar-az000,4,0.9636362903476936,0.961356776903858,0.00227951344383559,0.9707560305219275,mid,near + far,000 + 045,1,2,2,45,45.0,near_far,same_elevation,adjacent_45,distance+azimuth,2
ellow-radmid-az225,elmid-radnear-az180,ellow-radmid-az225 + elmid-radnear-az180,5,0.9483499483419052,0.9460705768823459,0.002279371459559365,0.9724193547666072,low + mid,near + mid,180 + 225,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
elhigh-radfar-az135,elhigh-radfar-az225,elhigh-radfar-az135 + elhigh-radfar-az225,5,0.8752632301092909,0.8729859957434002,0.002277234365890668,0.9021493757818602,high,far,135 + 225,1,1,2,90,90.0,same_radius,same_elevation,quarter_turn_90,azimuth_only,1
ellow-radfar-az225,elmid-radfar-az090,ellow-radfar-az225 + elmid-radfar-az090,4,0.8226382243524588,0.8203680582885315,0.0022701660639272703,0.9,low + mid,far,090 + 225,2,1,2,135,135.0,same_radius,adjacent_elevation,diagonal_135,elevation+azimuth,2
ellow-radnear-az090,elmid-radnear-az090,ellow-radnear-az090 + elmid-radnear-az090,7,0.9445147393314463,0.9422456824857187,0.002269056845727535,0.9876190480022203,low + mid,near,090,2,1,1,0,0.0,same_radius,adjacent_elevation,same_azimuth,elevation_only,1
elhigh-radnear-az090,elhigh-radfar-az270,elhigh-radnear-az090 + elhigh-radfar-az270,5,0.902266431931708,0.8999984367573959,0.0022679951743120874,0.9800000000000001,high,near + far,090 + 270,1,2,2,180,180.0,near_far,same_elevation,opposite_180,distance+azimuth,2
elmid-radfar-az000,elmid-radfar-az315,elmid-radfar-az000 + elmid-radfar-az315,6,0.9455246628526824,0.94325768279688,0.0022669800558023923,0.9764144957039926,mid,far,000 + 315,1,1,2,45,45.0,same_radius,same_elevation,adjacent_45,azimuth_only,1
ellow-radmid-az315,elhigh-radfar-az135,ellow-radmid-az315 + elhigh-radfar-az135,6,0.9459405529508368,0.9436802790394049,0.0022602739114319093,0.965145290978184,low + high,mid + far,135 + 315,2,2,2,180,180.0,adjacent_radius,low_high,opposite_180,distance+elevation+azimuth,3
ellow-radmid-az000,elhigh-radmid-az270,ellow-radmid-az000 + elhigh-radmid-az270,9,0.883766688314678,0.8815100948574981,0.0022565934571798785,0.8995550001607915,low + high,mid,000 + 270,2,1,2,90,90.0,same_radius,low_high,quarter_turn_90,elevation+azimuth,2
ellow-radmid-az315,elhigh-radnear-az090,ellow-radmid-az315 + elhigh-radnear-az090,3,0.9492830510383096,0.9470293088516873,0.0022537421866222207,0.9374789568768055,low + high,near + mid,090 + 315,2,2,2,135,135.0,adjacent_radius,low_high,diagonal_135,distance+elevation+azimuth,3
ellow-radmid-az315,elmid-radmid-az180,ellow-radmid-az315 + elmid-radmid-az180,5,0.9471957057610958,0.9449497195840223,0.0022459861770735,0.9405389634479177,low + mid,mid,180 + 315,2,1,2,135,135.0,same_radius,adjacent_elevation,diagonal_135,elevation+azimuth,2
elmid-radmid-az090,elhigh-radfar-az000,elmid-radmid-az090 + elhigh-radfar-az000,5,0.945878024744679,0.9436357945235478,0.002242230221131125,0.9976000001668931,mid + high,mid + far,000 + 090,2,2,2,90,90.0,adjacent_radius,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
ellow-radnear-az315,elmid-radfar-az225,ellow-radnear-az315 + elmid-radfar-az225,5,0.9232481471041787,0.9210148520057373,0.00223329509844139,0.9538333338995775,low + mid,near + far,225 + 315,2,2,2,90,90.0,near_far,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
ellow-radmid-az090,elhigh-radnear-az270,ellow-radmid-az090 + elhigh-radnear-az270,3,0.9066848579467978,0.904456693440121,0.002228164506676733,0.8513888901720444,low + high,near + mid,090 + 270,2,2,2,180,180.0,adjacent_radius,low_high,opposite_180,distance+elevation+azimuth,3
ellow-radfar-az045,elhigh-radfar-az000,ellow-radfar-az045 + elhigh-radfar-az000,5,0.9300788002727565,0.9278513468633911,0.0022274534093653653,0.974126984429738,low + high,far,000 + 045,2,1,2,45,45.0,same_radius,low_high,adjacent_45,elevation+azimuth,2
elhigh-radmid-az090,elhigh-radmid-az225,elhigh-radmid-az090 + elhigh-radmid-az225,5,0.9492621837828018,0.9470476705678529,0.002214513214948921,0.9784333341956138,high,mid,090 + 225,1,1,2,135,135.0,same_radius,same_elevation,diagonal_135,azimuth_only,1
ellow-radmid-az225,elmid-radnear-az270,ellow-radmid-az225 + elmid-radnear-az270,5,0.9111010230067599,0.9088880449208908,0.002212978085869066,0.9043137265881654,low + mid,near + mid,225 + 270,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
ellow-radfar-az225,elhigh-radnear-az000,ellow-radfar-az225 + elhigh-radnear-az000,3,0.9347066598462384,0.9325114089742096,0.0021952508720287645,0.9666666666666667,low + high,near + far,000 + 225,2,2,2,135,135.0,near_far,low_high,diagonal_135,distance+elevation+azimuth,3
ellow-radmid-az315,elmid-radfar-az045,ellow-radmid-az315 + elmid-radfar-az045,5,0.9344439754498041,0.9322510744486998,0.0021929010011042527,1.0,low + mid,mid + far,045 + 315,2,2,2,90,90.0,adjacent_radius,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
ellow-radnear-az000,elmid-radmid-az090,ellow-radnear-az000 + elmid-radmid-az090,3,0.8841021710550384,0.8819124853649333,0.0021896856901051365,0.9333333333333332,low + mid,near + mid,000 + 090,2,2,2,90,90.0,adjacent_radius,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
elmid-radmid-az270,elhigh-radnear-az180,elmid-radmid-az270 + elhigh-radnear-az180,6,0.9596958496475061,0.9575145674612617,0.00218128218624436,1.0,mid + high,near + mid,180 + 270,2,2,2,90,90.0,adjacent_radius,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
elmid-radmid-az315,elhigh-radfar-az000,elmid-radmid-az315 + elhigh-radfar-az000,8,0.9542394868040978,0.9520612408312394,0.002178245972858317,0.9761364562595714,mid + high,mid + far,000 + 315,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
elmid-radmid-az090,elhigh-radmid-az090,elmid-radmid-az090 + elhigh-radmid-az090,4,0.8811885634325956,0.8790232046287345,0.0021653588038610394,0.9333333347924053,mid + high,mid,090,2,1,1,0,0.0,same_radius,adjacent_elevation,same_azimuth,elevation_only,1
ellow-radfar-az270,elmid-radmid-az270,ellow-radfar-az270 + elmid-radmid-az270,10,0.8989278854721914,0.8967776512719283,0.002150234200263057,0.8830046532358974,low + mid,mid + far,270,2,2,1,0,0.0,adjacent_radius,adjacent_elevation,same_azimuth,distance+elevation,2
elmid-radnear-az270,elhigh-radnear-az000,elmid-radnear-az270 + elhigh-radnear-az000,10,0.9549523673500208,0.9528134736719295,0.0021388936780912804,0.9811518831863083,mid + high,near,000 + 270,2,1,2,90,90.0,same_radius,adjacent_elevation,quarter_turn_90,elevation+azimuth,2
ellow-radfar-az270,elhigh-radmid-az270,ellow-radfar-az270 + elhigh-radmid-az270,7,0.8619172341061159,0.8597811079882156,0.002136126117900261,0.8780975546831531,low + high,mid + far,270,2,2,1,0,0.0,adjacent_radius,low_high,same_azimuth,distance+elevation,2
ellow-radmid-az225,ellow-radmid-az270,ellow-radmid-az225 + ellow-radmid-az270,4,0.9353488315080982,0.9332136078036832,0.00213522370441499,0.9084375034924597,low,mid,225 + 270,1,1,2,45,45.0,same_radius,same_elevation,adjacent_45,azimuth_only,1
elhigh-radmid-az270,elhigh-radfar-az270,elhigh-radmid-az270 + elhigh-radfar-az270,2,0.9287118010635265,0.926593108052332,0.0021186930111944946,0.9205817242667391,high,mid + far,270,1,2,1,0,0.0,adjacent_radius,same_elevation,same_azimuth,distance_only,1
elmid-radnear-az270,elhigh-radnear-az315,elmid-radnear-az270 + elhigh-radnear-az315,8,0.9404635801827106,0.9383550406017962,0.0021085395809143925,0.9828125001862645,mid + high,near,270 + 315,2,1,2,45,45.0,same_radius,adjacent_elevation,adjacent_45,elevation+azimuth,2
elmid-radfar-az225,elhigh-radmid-az225,elmid-radfar-az225 + elhigh-radmid-az225,5,0.9304559873751976,0.9283548061374184,0.0021011812377792483,0.9539653687753203,mid + high,mid + far,225,2,2,1,0,0.0,adjacent_radius,adjacent_elevation,same_azimuth,distance+elevation,2
ellow-radmid-az315,elhigh-radmid-az045,ellow-radmid-az315 + elhigh-radmid-az045,5,0.9239412701572547,0.9218466787137849,0.0020945914434697954,0.9800000000000001,low + high,mid,045 + 315,2,1,2,90,90.0,same_radius,low_high,quarter_turn_90,elevation+azimuth,2
elmid-radnear-az090,elhigh-radnear-az045,elmid-radnear-az090 + elhigh-radnear-az045,5,0.9546969105979812,0.9526060050867067,0.0020909055112745545,0.9677518021258216,mid + high,near,045 + 090,2,1,2,45,45.0,same_radius,adjacent_elevation,adjacent_45,elevation+azimuth,2
ellow-radnear-az045,elmid-radfar-az270,ellow-radnear-az045 + elmid-radfar-az270,6,0.9529711341408232,0.9508868026659313,0.002084331474891954,0.9354861115726333,low + mid,near + far,045 + 270,2,2,2,135,135.0,near_far,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radfar-az270,elhigh-radnear-az180,ellow-radfar-az270 + elhigh-radnear-az180,5,0.904571355693814,0.9025135562667195,0.0020577994270944977,0.9400000000000001,low + high,near + far,180 + 270,2,2,2,90,90.0,near_far,low_high,quarter_turn_90,distance+elevation+azimuth,3
elmid-radnear-az225,elmid-radmid-az045,elmid-radnear-az225 + elmid-radmid-az045,4,0.9207405010145377,0.9186838373850996,0.002056663629438127,0.95,mid,near + mid,045 + 225,1,2,2,180,180.0,adjacent_radius,same_elevation,opposite_180,distance+azimuth,2
ellow-radnear-az135,elmid-radnear-az090,ellow-radnear-az135 + elmid-radnear-az090,5,0.9611760161202462,0.9591227774358785,0.0020532386843676864,1.0,low + mid,near,090 + 135,2,1,2,45,45.0,same_radius,adjacent_elevation,adjacent_45,elevation+azimuth,2
elmid-radfar-az225,elhigh-radfar-az270,elmid-radfar-az225 + elhigh-radfar-az270,10,0.9203109855855786,0.9182578935844219,0.0020530920011566645,0.9900401424479528,mid + high,far,225 + 270,2,1,2,45,45.0,same_radius,adjacent_elevation,adjacent_45,elevation+azimuth,2
ellow-radmid-az135,elhigh-radfar-az135,ellow-radmid-az135 + elhigh-radfar-az135,2,0.9269399831558243,0.9248882413046555,0.0020517418511687424,1.0,low + high,mid + far,135,2,2,1,0,0.0,adjacent_radius,low_high,same_azimuth,distance+elevation,2
elhigh-radfar-az000,elhigh-radfar-az270,elhigh-radfar-az000 + elhigh-radfar-az270,6,0.9200690985504067,0.9180206493330125,0.0020484492173942215,0.9954074076568639,high,far,000 + 270,1,1,2,90,90.0,same_radius,same_elevation,quarter_turn_90,azimuth_only,1
elmid-radfar-az090,elmid-radfar-az225,elmid-radfar-az090 + elmid-radfar-az225,5,0.8903654804407196,0.888320475472085,0.0020450049686345784,0.9485714288268771,mid,far,090 + 225,1,1,2,135,135.0,same_radius,same_elevation,diagonal_135,azimuth_only,1
ellow-radnear-az000,elhigh-radnear-az225,ellow-radnear-az000 + elhigh-radnear-az225,5,0.8692347505124118,0.8672133026424887,0.0020214478699230876,0.9288888891206847,low + high,near,000 + 225,2,1,2,135,135.0,same_radius,low_high,diagonal_135,elevation+azimuth,2
elmid-radmid-az315,elhigh-radmid-az180,elmid-radmid-az315 + elhigh-radmid-az180,2,0.9501937972159773,0.9481779302947384,0.0020158669212388958,0.8425000089655319,mid + high,mid,180 + 315,2,1,2,135,135.0,same_radius,adjacent_elevation,diagonal_135,elevation+azimuth,2
ellow-radfar-az045,elhigh-radfar-az180,ellow-radfar-az045 + elhigh-radfar-az180,3,0.9023024578702478,0.9002899194877791,0.0020125383824686205,0.8972222226361434,low + high,far,045 + 180,2,1,2,135,135.0,same_radius,low_high,diagonal_135,elevation+azimuth,2
ellow-radfar-az270,elmid-radfar-az045,ellow-radfar-az270 + elmid-radfar-az045,4,0.8870902619215952,0.8850939472861965,0.0019963146353987327,0.9234375,low + mid,far,045 + 270,2,1,2,135,135.0,same_radius,adjacent_elevation,diagonal_135,elevation+azimuth,2
ellow-radfar-az180,elhigh-radmid-az090,ellow-radfar-az180 + elhigh-radmid-az090,3,0.9488209493054546,0.9468283149549753,0.00199263435047925,0.9809523822296233,low + high,mid + far,090 + 180,2,2,2,90,90.0,adjacent_radius,low_high,quarter_turn_90,distance+elevation+azimuth,3
ellow-radfar-az135,elhigh-radfar-az225,ellow-radfar-az135 + elhigh-radfar-az225,6,0.8167845182914437,0.8147946520567798,0.0019898662346639062,0.8450320513298114,low + high,far,135 + 225,2,1,2,90,90.0,same_radius,low_high,quarter_turn_90,elevation+azimuth,2
elmid-radmid-az090,elmid-radfar-az000,elmid-radmid-az090 + elmid-radfar-az000,6,0.9166975909900105,0.9147105746110734,0.0019870163789370565,0.9666666666666667,mid,mid + far,000 + 090,1,2,2,90,90.0,adjacent_radius,same_elevation,quarter_turn_90,distance+azimuth,2
ellow-radfar-az315,elhigh-radnear-az270,ellow-radfar-az315 + elhigh-radnear-az270,4,0.8200306048942787,0.8180490729722232,0.001981531922055524,0.9,low + high,near + far,270 + 315,2,2,2,45,45.0,near_far,low_high,adjacent_45,distance+elevation+azimuth,3
elhigh-radnear-az315,elhigh-radfar-az225,elhigh-radnear-az315 + elhigh-radfar-az225,4,0.8704096925471685,0.8684390752190883,0.0019706173280802375,0.9,high,near + far,225 + 315,1,2,2,90,90.0,near_far,same_elevation,quarter_turn_90,distance+azimuth,2
ellow-radfar-az315,elhigh-radmid-az135,ellow-radfar-az315 + elhigh-radmid-az135,5,0.8443958699013379,0.8424268249791481,0.0019690449221897444,0.8866666674613952,low + high,mid + far,135 + 315,2,2,2,180,180.0,adjacent_radius,low_high,opposite_180,distance+elevation+azimuth,3
ellow-radfar-az270,elmid-radfar-az315,ellow-radfar-az270 + elmid-radfar-az315,5,0.8994910479235856,0.8975260904658995,0.0019649574576861006,0.9067365778001646,low + mid,far,270 + 315,2,1,2,45,45.0,same_radius,adjacent_elevation,adjacent_45,elevation+azimuth,2
elmid-radfar-az315,elhigh-radfar-az135,elmid-radfar-az315 + elhigh-radfar-az135,3,0.9520270541931097,0.9500628087906714,0.001964245402438336,0.9925595238183935,mid + high,far,135 + 315,2,1,2,180,180.0,same_radius,adjacent_elevation,opposite_180,elevation+azimuth,2
elmid-radfar-az045,elhigh-radfar-az225,elmid-radfar-az045 + elhigh-radfar-az225,2,0.9336452907698458,0.931687540009527,0.0019577507603187883,0.8318362622524383,mid + high,far,045 + 225,2,1,2,180,180.0,same_radius,adjacent_elevation,opposite_180,elevation+azimuth,2
elmid-radnear-az270,elmid-radfar-az315,elmid-radnear-az270 + elmid-radfar-az315,5,0.907433086218601,0.9054877964210292,0.001945289797571803,0.9800000000000001,mid,near + far,270 + 315,1,2,2,45,45.0,near_far,same_elevation,adjacent_45,distance+azimuth,2
elmid-radmid-az180,elhigh-radfar-az315,elmid-radmid-az180 + elhigh-radfar-az315,3,0.9500400691076697,0.948100412264426,0.001939656843243709,0.9817777780956692,mid + high,mid + far,180 + 315,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
elmid-radnear-az180,elhigh-radfar-az225,elmid-radnear-az180 + elhigh-radfar-az225,5,0.8815424522090076,0.8796104039462811,0.0019320482627265267,0.9525,mid + high,near + far,180 + 225,2,2,2,45,45.0,near_far,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
ellow-radnear-az135,elmid-radnear-az225,ellow-radnear-az135 + elmid-radnear-az225,2,0.9701999226359508,0.9682773729378837,0.0019225496980670442,0.9888888897167312,low + mid,near,135 + 225,2,1,2,90,90.0,same_radius,adjacent_elevation,quarter_turn_90,elevation+azimuth,2
ellow-radfar-az135,elmid-radfar-az090,ellow-radfar-az135 + elmid-radfar-az090,5,0.8697888276816983,0.8678791553102485,0.0019096723714497887,0.889196428826877,low + mid,far,090 + 135,2,1,2,45,45.0,same_radius,adjacent_elevation,adjacent_45,elevation+azimuth,2
ellow-radnear-az135,ellow-radnear-az180,ellow-radnear-az135 + ellow-radnear-az180,5,0.9670990800339467,0.9651999471103899,0.0018991329235568122,0.9694444463484817,low,near,135 + 180,1,1,2,45,45.0,same_radius,same_elevation,adjacent_45,azimuth_only,1
ellow-radfar-az270,elhigh-radnear-az270,ellow-radfar-az270 + elhigh-radnear-az270,6,0.8833952404084767,0.8815074205760668,0.0018878198324099316,0.9083333348234494,low + high,near + far,270,2,2,1,0,0.0,near_far,low_high,same_azimuth,distance+elevation,2
elmid-radnear-az090,elhigh-radfar-az270,elmid-radnear-az090 + elhigh-radfar-az270,2,0.9487411660947753,0.9468539965141307,0.0018871695806446098,0.9469150584097021,mid + high,near + far,090 + 270,2,2,2,180,180.0,near_far,adjacent_elevation,opposite_180,distance+elevation+azimuth,3
ellow-radnear-az225,elmid-radfar-az135,ellow-radnear-az225 + elmid-radfar-az135,7,0.9396271041175847,0.9377433184311263,0.0018837856864583058,0.9417857144959271,low + mid,near + far,135 + 225,2,2,2,90,90.0,near_far,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
ellow-radfar-az000,elmid-radfar-az225,ellow-radfar-az000 + elmid-radfar-az225,7,0.8757593279096392,0.8738888784280893,0.0018704494815499073,0.9183134924135511,low + mid,far,000 + 225,2,1,2,135,135.0,same_radius,adjacent_elevation,diagonal_135,elevation+azimuth,2
ellow-radnear-az045,elhigh-radmid-az315,ellow-radnear-az045 + elhigh-radmid-az315,6,0.9532106040031915,0.951341130300675,0.0018694737025164443,0.9862847230500645,low + high,near + mid,045 + 315,2,2,2,90,90.0,adjacent_radius,low_high,quarter_turn_90,distance+elevation+azimuth,3
ellow-radnear-az225,ellow-radfar-az180,ellow-radnear-az225 + ellow-radfar-az180,6,0.954247578446728,0.9523843850540263,0.0018631933927016897,0.9885416666666668,low,near + far,180 + 225,1,2,2,45,45.0,near_far,same_elevation,adjacent_45,distance+azimuth,2
elhigh-radnear-az315,elhigh-radmid-az180,elhigh-radnear-az315 + elhigh-radmid-az180,3,0.9537425527342466,0.9518806423241889,0.0018619104100576767,0.9750491942123026,high,near + mid,180 + 315,1,2,2,135,135.0,adjacent_radius,same_elevation,diagonal_135,distance+azimuth,2
elmid-radnear-az315,elmid-radmid-az090,elmid-radnear-az315 + elmid-radmid-az090,7,0.9589629514510223,0.9571087089270881,0.0018542425239341798,1.0,mid,near + mid,090 + 315,1,2,2,135,135.0,adjacent_radius,same_elevation,diagonal_135,distance+azimuth,2
ellow-radnear-az180,elhigh-radmid-az090,ellow-radnear-az180 + elhigh-radmid-az090,4,0.9387616810455777,0.9369108006077749,0.0018508804378027932,0.8882137397085719,low + high,near + mid,090 + 180,2,2,2,90,90.0,adjacent_radius,low_high,quarter_turn_90,distance+elevation+azimuth,3
elmid-radmid-az045,elhigh-radmid-az000,elmid-radmid-az045 + elhigh-radmid-az000,8,0.9281358218250291,0.9262917160602981,0.00184410576473093,0.9699548616194063,mid + high,mid,000 + 045,2,1,2,45,45.0,same_radius,adjacent_elevation,adjacent_45,elevation+azimuth,2
ellow-radfar-az225,elmid-radmid-az045,ellow-radfar-az225 + elmid-radmid-az045,7,0.8654887101313601,0.8636467958056565,0.0018419143257035753,0.903242064106086,low + mid,mid + far,045 + 225,2,2,2,180,180.0,adjacent_radius,adjacent_elevation,opposite_180,distance+elevation+azimuth,3
ellow-radmid-az270,elmid-radnear-az090,ellow-radmid-az270 + elmid-radnear-az090,6,0.9207647960648403,0.9189307812705181,0.001834014794322214,0.9833333333333334,low + mid,near + mid,090 + 270,2,2,2,180,180.0,adjacent_radius,adjacent_elevation,opposite_180,distance+elevation+azimuth,3
ellow-radnear-az135,ellow-radnear-az225,ellow-radnear-az135 + ellow-radnear-az225,3,0.9609712846276892,0.9591486396695347,0.00182264495815454,0.9861111111938953,low,near,135 + 225,1,1,2,90,90.0,same_radius,same_elevation,quarter_turn_90,azimuth_only,1
elmid-radnear-az135,elmid-radfar-az045,elmid-radnear-az135 + elmid-radfar-az045,5,0.9525052945523541,0.9506883561088486,0.0018169384435055003,0.9542000020772219,mid,near + far,045 + 135,1,2,2,90,90.0,near_far,same_elevation,quarter_turn_90,distance+azimuth,2
elmid-radfar-az180,elhigh-radfar-az270,elmid-radfar-az180 + elhigh-radfar-az270,4,0.9334451083125543,0.9316359553450715,0.0018091529674828521,0.9095964202552362,mid + high,far,180 + 270,2,1,2,90,90.0,same_radius,adjacent_elevation,quarter_turn_90,elevation+azimuth,2
ellow-radnear-az090,elmid-radmid-az225,ellow-radnear-az090 + elmid-radmid-az225,3,0.955114982538562,0.9533090136155925,0.0018059689229694698,0.99375,low + mid,near + mid,090 + 225,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
elmid-radmid-az135,elhigh-radfar-az315,elmid-radmid-az135 + elhigh-radfar-az315,3,0.9347279453566948,0.9329236091734986,0.001804336183196198,0.9394564714206418,mid + high,mid + far,135 + 315,2,2,2,180,180.0,adjacent_radius,adjacent_elevation,opposite_180,distance+elevation+azimuth,3
ellow-radnear-az225,elmid-radmid-az000,ellow-radnear-az225 + elmid-radmid-az000,7,0.9428553681974401,0.9410526160975766,0.0018027520998634694,0.9754464285714286,low + mid,near + mid,000 + 225,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
elmid-radnear-az135,elhigh-radnear-az135,elmid-radnear-az135 + elhigh-radnear-az135,6,0.9457290243149513,0.9439268390796501,0.0018021852353011791,0.9583333333333334,mid + high,near,135,2,1,1,0,0.0,same_radius,adjacent_elevation,same_azimuth,elevation_only,1
ellow-radnear-az045,elmid-radnear-az225,ellow-radnear-az045 + elmid-radnear-az225,5,0.971016504926807,0.9692149808271566,0.0018015240996503978,0.9252395847957168,low + mid,near,045 + 225,2,1,2,180,180.0,same_radius,adjacent_elevation,opposite_180,elevation+azimuth,2
elmid-radfar-az090,elhigh-radnear-az225,elmid-radfar-az090 + elhigh-radnear-az225,2,0.8011504046490501,0.799374485251322,0.0017759193977280319,0.85,mid + high,near + far,090 + 225,2,2,2,135,135.0,near_far,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
elmid-radfar-az270,elhigh-radfar-az135,elmid-radfar-az270 + elhigh-radfar-az135,3,0.8409108216172534,0.8391408861795332,0.0017699354377201937,0.8615476194769144,mid + high,far,135 + 270,2,1,2,135,135.0,same_radius,adjacent_elevation,diagonal_135,elevation+azimuth,2
ellow-radmid-az135,elhigh-radnear-az135,ellow-radmid-az135 + elhigh-radnear-az135,3,0.9390942191342321,0.9373379306259485,0.0017562885082835766,0.9651388892903924,low + high,near + mid,135,2,2,1,0,0.0,adjacent_radius,low_high,same_azimuth,distance+elevation,2
elmid-radmid-az225,elhigh-radmid-az225,elmid-radmid-az225 + elhigh-radmid-az225,4,0.9164746129467725,0.9147363584070121,0.0017382545397603977,0.975,mid + high,mid,225,2,1,1,0,0.0,same_radius,adjacent_elevation,same_azimuth,elevation_only,1
ellow-radfar-az045,ellow-radfar-az225,ellow-radfar-az045 + ellow-radfar-az225,3,0.8559437159413102,0.8542056327188009,0.0017380832225093457,0.9020833333333332,low,far,045 + 225,1,1,2,180,180.0,same_radius,same_elevation,opposite_180,azimuth_only,1
ellow-radfar-az270,elhigh-radfar-az090,ellow-radfar-az270 + elhigh-radfar-az090,9,0.9101981181056007,0.9084664409960612,0.0017316771095394756,0.9466589509934923,low + high,far,090 + 270,2,1,2,180,180.0,same_radius,low_high,opposite_180,elevation+azimuth,2
ellow-radfar-az000,elhigh-radnear-az315,ellow-radfar-az000 + elhigh-radnear-az315,9,0.9271946069160882,0.9254638498299117,0.0017307570861765376,0.9594212967709258,low + high,near + far,000 + 315,2,2,2,45,45.0,near_far,low_high,adjacent_45,distance+elevation+azimuth,3
ellow-radfar-az270,elmid-radnear-az270,ellow-radfar-az270 + elmid-radnear-az270,8,0.9079523344088214,0.9062234231118991,0.0017289112969223197,0.9350000006953875,low + mid,near + far,270,2,2,1,0,0.0,near_far,adjacent_elevation,same_azimuth,distance+elevation,2
elmid-radfar-az315,elhigh-radmid-az045,elmid-radfar-az315 + elhigh-radmid-az045,5,0.8385182944362952,0.8367952711272594,0.0017230233090358427,0.8445654760478508,mid + high,mid + far,045 + 315,2,2,2,90,90.0,adjacent_radius,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
ellow-radfar-az315,elmid-radnear-az315,ellow-radfar-az315 + elmid-radnear-az315,7,0.9481367399349853,0.9464212650575082,0.00171547487747703,0.9821428571428571,low + mid,near + far,315,2,2,1,0,0.0,near_far,adjacent_elevation,same_azimuth,distance+elevation,2
ellow-radmid-az270,elmid-radnear-az180,ellow-radmid-az270 + elmid-radnear-az180,7,0.9560243702427914,0.9543103591449881,0.0017140110978033363,0.9977678571428571,low + mid,near + mid,180 + 270,2,2,2,90,90.0,adjacent_radius,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
